id	Name	Animal	Lot	Time_cat	Time_num	Lot_x_Time	Localisation	MockAndDuplicates	"EDE
vache"	Race	Sexe	Date_naissance	Date_mini_passage_parc_mère	"Date réelle
passage parc mère"	"Date de séparation => ♂ 
S3 => ♀"	"Date de vente
possible"	"Date de vente
réelle"	Date sevrage prévue (♀)	Date sevrage réelle(♀)	Acetate	propionate	iso_butyrate	butyrate	iso_valerate	Valerate	caproate	Total_VFA	Acetate%	Propionate%	Isobutyrate%	Butyrate%	Isovalerate%	Valerate%	Caproate%
19LIB028-19MET517	9746T-13sem	9746	temoin	13	13	temoin_13	rumen	no	3613	Mo	M - Fem	29-mars-19	04-avr-19	07-avr-19	30-avr-19	-	-	11-juin-19	11-juin-19	51.783	11.3375	0.3615	8.951	0.4935	0.4995	0.076	73.502	0.704511441865528	0.154247503469293	0.00491823351745531	0.00491823351745531	0.00671410301760497	0.00679573344942995	0.00103398546978314
19LIB028-19MET518	9749T-13sem	9749	temoin	13	13	temoin_13	rumen	no	4180	Ho	F	02-avr-19	08-avr-19	10-avr-19	30-avr-19	-	-	11-juin-19	25-juin-19	52.027	14.132	0.339	5.264	0.651	0.4185	0.0205	72.852	0.714146488771757	0.19398232032065	0.004653269642563	0.004653269642563	0.00893592488881568	0.00574452314281008	0.000281392412013397
19LIB028-19MET519	9750P-13sem	9750	panache	13	13	panache_13	rumen	no	6640	Ho	F	03-avr-19	09-avr-19	09-avr-19	30-avr-19	-	-	11-juin-19	11-juin-19	61.8355	14.919	0.477	8.6805	0.592	0.4745	0.079	87.0575	0.710283433363007	0.17136949717141	0.00547913735175028	0.00547913735175028	0.00680010337995003	0.00545042069896333	0.000907446228067657
19LIB028-19MET520	9743T-13sem	9743	temoin	13	13	temoin_13	rumen	no	7641	Mo	F	19-mars-19	27-mars-19	27-mars-19	16-avr-19	-	-	28-mai-19	SORTIE	48.518	17.793	0.8375	9.7595	1.224	3.1085	1.151	82.3915	0.588871424843582	0.215956743110636	0.0101648835134692	0.0101648835134692	0.0148559013975956	0.0377284064496944	0.0139698876704514
19LIB028-19MET521	9756P-13sem	9756	panache	13	13	panache_13	rumen	no	4165	Ho	F	11-avr-19	17-avr-19	17-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19	78.809	20.5605	0.674	11.964	0.746	0.8935	0.1465	113.7935	0.692561525921955	0.180682552166864	0.00592300966223906	0.00592300966223906	0.00655573473001534	0.00785194233414035	0.00128741975596146
19LIB028-19MET522	9757P-13sem	9757	panache	13	13	panache_13	rumen	no	5722	Ho	F	11-avr-19	17-avr-19	17-avr-19	14-mai-19	-	-	25-juin-19	09-juil-19	42.169	9.659	0.3165	5.8355	0.41	0.305	0.062	58.757	0.71768470139728	0.1643889238729	0.00538659223581871	0.00538659223581871	0.00697789199584731	0.00519087087495958	0.00105519342376228
19LIB028-19MET523	9759M-13sem	9759	mere	13	13	mere_13	rumen	no	3161	Ho	F	14-avr-19	20-avr-19	21-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19	67.311	20.25	0.617	8.8235	0.752	0.625	0.069	98.4475	0.683724827953986	0.205693389877854	0.00626729982985855	0.00626729982985855	0.00763858909571091	0.00634856141598314	0.000700881180324538
19LIB028-19MET524	9763P-13sem	9763	panache	13	13	panache_13	rumen	no	3161	Ho	F	14-avr-19	20-avr-19	21-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19	67.6075	16.038	0.953	8.8995	1.1045	0.641	0.1215	95.365	0.708934095317989	0.168174906936507	0.00999318408221045	0.00999318408221045	0.011581817228543	0.00672154354322865	0.00127405232527657
19LIB028-19MET525	9764M-13sem	9764	mere	13	13	mere_13	rumen	no	2604	Mo	F	19-avr-19	24-avr-19	24-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19	64.3365	17.503	0.649	7.385	0.9345	0.525	0.0735	91.4065	0.703850382631432	0.191485288245365	0.0071001515209531	0.0071001515209531	0.0102235617817114	0.00574357403466931	0.000804100364853703
19LIB028-19MET526	9769M-13sem	9769	mere	13	13	mere_13	rumen	no	2604	Mo	F	19-avr-19	24-avr-19	24-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19	34.585	11.97	0.1555	2.071	0.184	0.875	0.042	49.8825	0.693329323911191	0.239963915200722	0.00311732571543126	0.00311732571543126	0.00368866837067108	0.0175412218713978	0.000841978649827094
19LIB028-19MET527	9770M-13sem	9770	mere	13	13	mere_13	rumen	no	2646	Mo	F	22-avr-19	28-avr-19	28-avr-19	28-mai-19	-	-	09-juil-19	09-juil-19	83.697	24.0335	0.4475	10.0025	0.5665	0.94	0.026	119.713	0.699147126878451	0.20075931603084	0.00373810697250925	0.00373810697250925	0.00473215106128825	0.00785211297018703	0.000217186103430705
19LIB028-19MET528	9774T-13sem	9774	temoin	13	13	temoin_13	rumen	no	5699	Ho	M-Fem	26-avr-19	03-mai-19	04-mai-19	28-mai-19	-	-	09-juil-19	09-juil-19	77.09	17.4595	0.5805	10.583	0.894	0.723	0.0945	107.4245	0.717620282151651	0.162528101131492	0.00540379522362217	0.00540379522362217	0.00832212391028117	0.00673030826301263	0.000879687594543144
19LIB028-19MET529	2342T-13sem	2342	temoin	13	13	temoin_13	rumen	no	5651	Ho	M-Fem	05-mai-19	11-mai-19	16-mai-19	28-mai-19	-	-	09-juil-19	09-juil-19	50.35	12.035	0.23	7.4715	0.2475	0.5355	0.0735	70.943	0.709724708568851	0.169643234709556	0.0032420393837306	0.0032420393837306	0.00348871629336228	0.00754831343472929	0.00103604302045304
19LIB028-19MET530	Mock-Rum	0	0	0	0	0_0	rumen	yes																										
19LIB028-19MET550	9721T-Rum	9721	temoin	20	20	temoin_20	rumen	no	5651	Ho	M-Fem	05-mai-19	11-mai-19	16-mai-19	28-mai-19	-	-	09-juil-19	09-juil-19															
19LIB028-19MET551	9722M-Rum	9722	mere	20	20	mere_20	rumen	no	6614	Ho	F	12-févr-19	18-févr-19	18-févr-19	19-mars-19	-	-	30-avr-19	30-avr-19															
19LIB028-19MET552	9725P-Rum	9725	panache	20	20	panache_20	rumen	no	5690	Ho	F	22-févr-19	28-févr-19	01-mars-19	19-mars-19	-	-	30-avr-19	14-mai-19															
19LIB028-19MET553	9727M-Rum	9727	mere	20	20	mere_20	rumen	no	4168	Ho	F	27-févr-19	04-mars-19	04-mars-19	02-avr-19	-	-	14-mai-19	14-mai-19															
19LIB028-19MET554	9728M-Rum	9728	mere	20	20	mere_20	rumen	no	6742	Ho	F	27-févr-19	05-mars-19	05-mars-19	02-avr-19	-	-	14-mai-19	14-mai-19															
19LIB028-19MET555	9732P-Rum	9732	panache	20	20	panache_20	rumen	no	6718	Ho	F	04-mars-19	10-mars-19	10-mars-19	02-avr-19	-	-	28-mai-19	11-juin-19															
19LIB028-19MET556	9740P-Rum	9740	panache	20	20	panache_20	rumen	no	7639	Mo	F	15-mars-19	20-mars-19	20-mars-19	16-avr-19	-	-	28-mai-19	28-mai-19															
19LIB028-19MET557	9743T-Rum	9743	temoin	20	20	temoin_20	rumen	no	7641	Mo	F	19-mars-19	27-mars-19	27-mars-19	16-avr-19	-	-	28-mai-19	SORTIE															
19LIB028-19MET558	9746T-Rum	9746	temoin	20	20	temoin_20	rumen	no	3613	Mo	M - Fem	29-mars-19	04-avr-19	07-avr-19	30-avr-19	-	-	11-juin-19	11-juin-19															
19LIB028-19MET559	9747M-Rum	9747	mere	20	20	mere_20	rumen	no	7628	Mo	F	31-mars-19	06-avr-19	06-avr-19	30-avr-19	-	-	11-juin-19	11-juin-19															
19LIB028-19MET560	9748P-Rum	9748	panache	20	20	panache_20	rumen	no	7622	Mo	F	31-mars-19	06-avr-19	06-avr-09	30-avr-19	-	-	11-juin-19	09-juil-19															
19LIB028-19MET561	9749T-Rum	9749	temoin	20	20	temoin_20	rumen	no	4180	Ho	F	02-avr-19	08-avr-19	10-avr-19	30-avr-19	-	-	11-juin-19	25-juin-19															
19LIB028-19MET562	9750P-Rum	9750	panache	20	20	panache_20	rumen	no	6640	Ho	F	03-avr-19	09-avr-19	09-avr-19	30-avr-19	-	-	11-juin-19	11-juin-19															
19LIB028-19MET563	9755M-Rum	9755	mere	20	20	mere_20	rumen	no	5611	Ho	F	09-avr-19	15-avr-19	15-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET564	9756P-Rum	9756	panache	20	20	panache_20	rumen	no	4165	Ho	F	11-avr-19	17-avr-19	17-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET565	9757P-Rum	9757	panache	20	20	panache_20	rumen	no	5722	Ho	F	11-avr-19	17-avr-19	17-avr-19	14-mai-19	-	-	25-juin-19	09-juil-19															
19LIB028-19MET566	9759M-Rum	9759	mere	20	20	mere_20	rumen	no	3161	Ho	F	14-avr-19	20-avr-19	21-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET567	9763P-Rum	9763	panache	20	20	panache_20	rumen	no	3161	Ho	F	14-avr-19	20-avr-19	21-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET568	9764M-Rum	9764	mere	20	20	mere_20	rumen	no	2604	Mo	F	19-avr-19	24-avr-19	24-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET569	9770M-Rum	9770	mere	20	20	mere_20	rumen	no	2646	Mo	F	22-avr-19	28-avr-19	28-avr-19	28-mai-19	-	-	09-juil-19	09-juil-19															
19LIB028-19MET570	9721T-Fec	9721	temoin	20	20	temoin_20	feces	no	5651	Ho	M-Fem	05-mai-19	11-mai-19	16-mai-19	28-mai-19	-	-	09-juil-19	09-juil-19															
19LIB028-19MET571	9722M-Fec	9722	mere	20	20	mere_20	feces	no	6614	Ho	F	12-févr-19	18-févr-19	18-févr-19	19-mars-19	-	-	30-avr-19	30-avr-19															
19LIB028-19MET572	9725P-Fec	9725	panache	20	20	panache_20	feces	no	5690	Ho	F	22-févr-19	28-févr-19	01-mars-19	19-mars-19	-	-	30-avr-19	14-mai-19															
19LIB028-19MET573	9727M-Fec	9727	mere	20	20	mere_20	feces	no	4168	Ho	F	27-févr-19	04-mars-19	04-mars-19	02-avr-19	-	-	14-mai-19	14-mai-19															
19LIB028-19MET574	9728M-Fec	9728	mere	20	20	mere_20	feces	no	6742	Ho	F	27-févr-19	05-mars-19	05-mars-19	02-avr-19	-	-	14-mai-19	14-mai-19															
19LIB028-19MET575	9732P-Fec	9732	panache	20	20	panache_20	feces	no	6718	Ho	F	04-mars-19	10-mars-19	10-mars-19	02-avr-19	-	-	28-mai-19	11-juin-19															
19LIB028-19MET576	9740P-Fec	9740	panache	20	20	panache_20	feces	no	7639	Mo	F	15-mars-19	20-mars-19	20-mars-19	16-avr-19	-	-	28-mai-19	28-mai-19															
19LIB028-19MET577	9743T-Fec	9743	temoin	20	20	temoin_20	feces	no	7641	Mo	F	19-mars-19	27-mars-19	27-mars-19	16-avr-19	-	-	28-mai-19	SORTIE															
19LIB028-19MET578	9746T-Fec	9746	temoin	20	20	temoin_20	feces	no	3613	Mo	M - Fem	29-mars-19	04-avr-19	07-avr-19	30-avr-19	-	-	11-juin-19	11-juin-19															
19LIB028-19MET579	9747M-Fec	9747	mere	20	20	mere_20	feces	no	7628	Mo	F	31-mars-19	06-avr-19	06-avr-19	30-avr-19	-	-	11-juin-19	11-juin-19															
19LIB028-19MET580	9748P-Fec	9748	panache	20	20	panache_20	feces	no	7622	Mo	F	31-mars-19	06-avr-19	06-avr-09	30-avr-19	-	-	11-juin-19	09-juil-19															
19LIB028-19MET581	9750P-Fec	9750	panache	20	20	panache_20	feces	no	6640	Ho	F	03-avr-19	09-avr-19	09-avr-19	30-avr-19	-	-	11-juin-19	11-juin-19															
19LIB028-19MET582	9755M-Fec	9755	mere	20	20	mere_20	feces	no	5611	Ho	F	09-avr-19	15-avr-19	15-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET583	9756P-Fec	9756	panache	20	20	panache_20	feces	no	4165	Ho	F	11-avr-19	17-avr-19	17-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET584	9757P-Fec	9757	panache	20	20	panache_20	feces	no	5722	Ho	F	11-avr-19	17-avr-19	17-avr-19	14-mai-19	-	-	25-juin-19	09-juil-19															
19LIB028-19MET585	9759M-Fec	9759	mere	20	20	mere_20	feces	no	3161	Ho	F	14-avr-19	20-avr-19	21-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET586	9763P-Fec	9763	panache	20	20	panache_20	feces	no	3161	Ho	F	14-avr-19	20-avr-19	21-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET587	9764M-Fec	9764	mere	20	20	mere_20	feces	no	2604	Mo	F	19-avr-19	24-avr-19	24-avr-19	14-mai-19	-	-	25-juin-19	25-juin-19															
19LIB028-19MET588	9770M-Fec	9770	mere	20	20	mere_20	feces	no	2646	Mo	F	22-avr-19	28-avr-19	28-avr-19	28-mai-19	-	-	09-juil-19	09-juil-19															
19LIB028-19MET589	Mock-Fec	0	0	0	0	0_0	feces	yes																										
